id,card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,pin_age,expire_year,account_age,multi_card_client,limit_category
2195,Mastercard,Debit (Prepaid),yes,1,61,03/2008,2010,no,16,2024,2,no,low
41,Mastercard,Credit,yes,2,17000,01/2003,2009,no,17,2022,4,yes,premium
411,Amex,Credit,yes,1,6700,01/2020,2020,no,6,2023,3,no,high
1948,Visa,Credit,yes,1,9600,02/2020,2020,no,6,2022,4,no,high
894,Visa,Debit,yes,1,16350,01/2020,2020,no,6,2020,6,no,premium
1704,Mastercard,Credit,no,2,8500,02/2020,2020,no,6,2022,4,yes,high
1949,Visa,Debit,yes,2,29078,02/2020,2020,no,6,2020,6,yes,premium
1129,Visa,Debit,yes,2,11868,02/2007,2015,no,11,2024,2,yes,premium
5474,Visa,Debit,yes,1,9708,11/2006,2013,no,13,2024,2,no,high
3740,Mastercard,Debit,yes,2,16541,07/2005,2011,no,15,2008,18,yes,premium
117,Visa,Debit,yes,1,10982,01/2006,2011,no,15,2021,5,no,premium
5243,Mastercard,Debit,no,2,11094,10/2011,2011,no,15,2020,6,yes,premium
895,Visa,Credit,yes,2,8000,01/2020,2020,no,6,2020,6,yes,high
4814,Mastercard,Debit,yes,1,7535,09/2011,2011,no,15,2020,6,no,high
5741,Visa,Debit,yes,1,24296,11/2018,2018,no,8,2022,4,no,premium
6048,Mastercard,Debit,yes,1,20816,12/2011,2011,no,15,2023,3,no,premium
2169,Discover,Credit,yes,2,14700,03/2008,2019,no,7,2022,4,yes,premium
3455,Visa,Debit,no,2,17145,06/2009,2010,no,16,2020,6,yes,premium
4501,Visa,Debit,yes,1,11391,09/1999,2015,no,11,2022,4,no,premium
5677,Mastercard,Debit (Prepaid),yes,2,69,11/2012,2012,no,14,2022,4,yes,low
3481,Mastercard,Credit,yes,2,9100,06/2010,2016,no,10,2012,14,yes,high
3354,Mastercard,Debit,yes,2,22137,06/2007,2007,no,19,2012,14,yes,premium
5537,Mastercard,Debit,no,1,13698,11/2008,2010,no,16,2010,16,no,premium
2608,Mastercard,Debit,yes,1,17598,04/2009,2009,no,17,2020,6,no,premium
4580,Mastercard,Debit,yes,1,6957,09/2005,2011,no,15,2021,5,no,high
3988,Visa,Debit,yes,1,20839,07/2011,2011,no,15,2021,5,no,premium
5333,Visa,Debit,yes,1,28004,10/2018,2018,no,8,2022,4,no,premium
5573,Mastercard,Debit,yes,1,19114,11/2009,2010,no,16,2009,17,no,premium
6049,Mastercard,Debit,yes,2,13657,12/2011,2011,no,15,2018,8,yes,premium
1023,Mastercard,Debit,yes,1,23404,02/2003,2010,no,16,2022,4,no,premium
2151,Mastercard,Debit,yes,2,4898,03/2007,2015,no,11,2021,5,yes,medium
2609,Mastercard,Debit,no,1,10654,04/2009,2010,no,16,2020,6,no,premium
2572,Mastercard,Credit,yes,2,6600,04/2008,2016,no,10,2023,3,yes,high
4979,Amex,Credit,no,1,8300,10/2003,2011,no,15,2020,6,no,high
4195,Amex,Credit,yes,2,12300,08/2007,2012,no,14,2020,6,yes,premium
2025,Mastercard,Credit,yes,1,5500,03/2001,2010,no,16,2024,2,no,high
4311,Visa,Credit,yes,1,5900,08/2009,2010,no,16,2022,4,no,high
4263,Mastercard,Debit,no,1,26404,08/2008,2011,no,15,2024,2,no,premium
3619,Mastercard,Debit,no,1,18773,06/2017,2017,no,9,2023,3,no,premium
4312,Visa,Debit,no,2,21087,08/2009,2009,no,17,2019,7,yes,premium
1293,Visa,Credit,yes,2,14400,02/2011,2011,no,15,2023,3,yes,premium
5445,Visa,Credit,yes,1,11400,11/2005,2010,no,16,2024,2,no,premium
2799,Mastercard,Debit,yes,1,11159,05/1998,2015,no,11,2020,6,no,premium
4581,Mastercard,Debit,yes,1,10233,09/2005,2017,no,9,2017,9,no,premium
5475,Visa,Debit (Prepaid),yes,3,45,11/2006,2012,no,14,2024,2,yes,low
4544,Visa,Credit,yes,2,6400,09/2003,2010,no,16,2020,6,yes,high
4118,Mastercard,Debit,yes,1,14070,08/2003,2014,no,12,2023,3,no,premium
5783,Mastercard,Debit,no,2,2159,12/2002,2006,no,20,2023,3,yes,medium
3527,Mastercard,Debit,yes,1,26425,06/2011,2011,no,15,2020,6,no,premium
5498,Mastercard,Debit,yes,2,66781,11/2007,2009,no,17,2018,8,yes,premium
4418,Visa,Debit,yes,1,47684,08/2013,2013,no,13,2023,3,no,premium
5089,Mastercard,Credit,yes,1,27700,10/2007,2013,no,13,2024,2,no,premium
4015,Visa,Credit,yes,2,10700,07/2013,2013,no,13,2023,3,yes,premium
896,Visa,Debit,yes,1,49679,01/2020,2020,no,6,2021,5,no,premium
2473,Visa,Credit,yes,2,1900,04/2004,2011,no,15,2023,3,yes,medium
5139,Visa,Debit,yes,1,11885,10/2008,2011,no,15,2021,5,no,premium
4785,Mastercard,Debit,yes,2,785,09/2010,2010,no,16,2015,11,yes,low
4960,Visa,Credit,yes,2,6900,10/2001,2011,no,15,2022,4,yes,high
2515,Visa,Debit,yes,1,22457,04/2006,2010,no,16,2018,8,no,premium
3528,Mastercard,Debit,yes,2,14701,06/2011,2011,no,15,2022,4,yes,premium
3916,Visa,Debit (Prepaid),yes,1,3,07/2009,2020,no,6,2023,3,no,low
981,Mastercard,Debit,yes,2,23502,02/2000,2020,no,6,2002,24,yes,premium
3066,Mastercard,Debit (Prepaid),yes,2,44,05/2010,2010,no,16,2021,5,yes,low
2228,Mastercard,Debit,yes,1,27590,03/2009,2010,no,16,2022,4,no,premium
4826,Visa,Debit,yes,1,37338,09/2011,2011,no,15,2024,2,no,premium
4645,Mastercard,Credit,yes,1,15500,09/2007,2012,no,14,2023,3,no,premium
5849,Visa,Debit,yes,2,33807,12/2005,2008,no,18,2007,19,yes,premium
4978,Visa,Debit,yes,2,24056,10/2002,2009,no,17,2002,24,yes,premium
3207,Visa,Credit,yes,2,11400,06/1998,2007,no,19,2003,23,yes,premium
990,Mastercard,Debit (Prepaid),yes,2,37,02/2001,2004,no,22,2011,15,yes,low
1130,Visa,Credit,yes,1,11000,02/2007,2010,no,16,2014,12,no,premium
5538,Mastercard,Debit,yes,2,2307,11/2008,2010,no,16,2023,3,yes,medium
2623,Visa,Debit,yes,2,10362,04/2009,2015,no,11,2009,17,yes,premium
5265,Visa,Debit,yes,1,37318,10/2012,2012,no,14,2023,3,no,premium
4216,Mastercard,Credit,yes,1,22800,08/2007,2007,no,19,2008,18,no,premium
2161,Visa,Debit,yes,1,57294,03/2007,2010,no,16,2021,5,no,premium
3100,Mastercard,Debit,yes,2,30024,05/2011,2011,no,15,2024,2,yes,premium
6063,Visa,Credit,yes,2,37400,12/2011,2011,no,15,2019,7,yes,premium
1705,Mastercard,Debit,yes,2,21147,02/2020,2020,no,6,2022,4,yes,premium
2610,Mastercard,Debit,yes,1,11857,04/2009,2011,no,15,2024,2,no,premium
5446,Visa,Debit,yes,1,21148,11/2005,2011,no,15,2020,6,no,premium
5419,Visa,Credit,yes,1,7500,11/2004,2016,no,10,2022,4,no,high
4352,Visa,Debit,yes,2,16261,08/2010,2016,no,10,2021,5,yes,premium
2904,Mastercard,Debit,yes,2,14116,05/2006,2015,no,11,2021,5,yes,premium
897,Visa,Debit,yes,1,23677,01/2020,2020,no,6,2024,2,no,premium
898,Visa,Debit (Prepaid),yes,3,69,01/2020,2020,no,6,2020,6,yes,low
201,Mastercard,Debit,no,1,6326,01/2009,2010,no,16,2020,6,no,high
1706,Mastercard,Debit,yes,2,12461,02/2020,2020,no,6,2020,6,yes,premium
1374,Mastercard,Debit,yes,2,17386,02/2017,2017,no,9,2019,7,yes,premium
1950,Visa,Credit,no,2,11300,02/2020,2020,no,6,2024,2,yes,premium
314,Mastercard,Debit,yes,1,1,01/2013,2013,no,13,2014,12,no,low
4438,Visa,Debit,no,2,1,08/2014,2014,no,12,2023,3,yes,low
2885,Mastercard,Credit,yes,2,0,05/2005,2012,no,14,2024,2,yes,low
1951,Visa,Debit,yes,1,23069,02/2020,2020,no,6,2024,2,no,premium
1333,Visa,Debit,yes,1,15578,02/2013,2013,no,13,2024,2,no,premium
5126,Mastercard,Debit,yes,1,29648,10/2008,2011,no,15,2015,11,no,premium
6064,Visa,Credit,yes,1,25300,12/2011,2017,no,9,2018,8,no,premium
4757,Amex,Credit,yes,1,8200,09/2010,2012,no,14,2020,6,no,high
3011,Mastercard,Debit,yes,1,9257,05/2009,2009,no,17,2023,3,no,high
3684,Visa,Debit,yes,1,319,07/2002,2016,no,10,2021,5,no,low
2066,Mastercard,Debit,yes,1,5141,03/2004,2012,no,14,2024,2,no,high
5665,Visa,Debit,yes,2,23343,11/2011,2011,no,15,2022,4,yes,premium
5244,Mastercard,Debit,yes,2,18624,10/2011,2011,no,15,2021,5,yes,premium
2755,Visa,Debit,yes,1,15145,04/2015,2015,no,11,2020,6,no,premium
2701,Mastercard,Debit,yes,2,22787,04/2012,2012,no,14,2020,6,yes,premium
5749,Visa,Debit (Prepaid),yes,1,94,12/1994,2011,no,15,2023,3,no,low
4674,Mastercard,Debit,yes,2,43984,09/2008,2013,no,13,2020,6,yes,premium
4842,Visa,Credit,yes,2,20600,09/2012,2012,no,14,2022,4,yes,premium
4217,Mastercard,Debit,yes,2,29144,08/2007,2010,no,16,2022,4,yes,premium
4368,Mastercard,Debit,yes,2,25613,08/2011,2016,no,10,2024,2,yes,premium
1707,Mastercard,Debit,yes,2,24954,02/2020,2020,no,6,2020,6,yes,premium
3482,Mastercard,Debit,yes,1,24638,06/2010,2010,no,16,2024,2,no,premium
899,Visa,Credit,yes,2,3400,01/2020,2020,no,6,2024,2,yes,medium
5863,Mastercard,Debit (Prepaid),yes,2,79,12/2006,2020,no,6,2021,5,yes,low
3456,Visa,Debit,yes,2,10099,06/2009,2013,no,13,2024,2,yes,premium
1294,Visa,Debit,yes,2,15018,02/2011,2011,no,15,2022,4,yes,premium
6110,Mastercard,Debit,yes,2,31292,12/2015,2015,no,11,2021,5,yes,premium
5637,Visa,Debit,yes,2,25639,11/2010,2010,no,16,2024,2,yes,premium
900,Visa,Debit,yes,1,21955,01/2020,2020,no,6,2024,2,no,premium
901,Visa,Debit,yes,1,16319,01/2020,2020,no,6,2020,6,no,premium
661,Mastercard,Debit,yes,2,14679,01/2020,2020,no,6,2021,5,yes,premium
4049,Visa,Credit,yes,2,10200,07/2016,2016,no,10,2023,3,yes,premium
1708,Mastercard,Debit,yes,2,8653,02/2020,2020,no,6,2022,4,yes,high
4702,Visa,Credit,yes,2,9100,09/2008,2008,no,18,2021,5,yes,high
1952,Visa,Credit,yes,2,4100,02/2020,2020,no,6,2021,5,yes,medium
662,Mastercard,Credit,no,2,10200,01/2020,2020,no,6,2022,4,yes,premium
1184,Mastercard,Debit,yes,2,12736,02/2009,2014,no,12,2022,4,yes,premium
4264,Mastercard,Debit,yes,1,12930,08/2008,2008,no,18,2023,3,no,premium
4038,Mastercard,Debit,yes,1,12457,07/2015,2015,no,11,2024,2,no,premium
2350,Visa,Debit (Prepaid),yes,1,145,03/2015,2015,no,11,2020,6,no,low
5362,Discover,Credit,yes,1,8600,11/2000,2014,no,12,2020,6,no,high
5864,Mastercard,Debit,no,2,14098,12/2006,2009,no,17,2016,10,yes,premium
1953,Visa,Credit,yes,1,8400,02/2020,2020,no,6,2021,5,no,high
3552,Mastercard,Debit,yes,1,16679,06/2012,2012,no,14,2021,5,no,premium
2292,Visa,Debit,yes,1,13030,03/2011,2011,no,15,2018,8,no,premium
3406,Visa,Debit,yes,2,14611,06/2008,2008,no,18,2020,6,yes,premium
1709,Mastercard,Debit,yes,2,11740,02/2020,2020,no,6,2024,2,yes,premium
1710,Mastercard,Debit,yes,2,15927,02/2020,2020,no,6,2021,5,yes,premium
4084,Mastercard,Debit,yes,1,14178,08/1995,2010,no,16,2024,2,no,premium
3223,Discover,Credit,yes,1,5900,06/2001,2016,no,10,2014,12,no,high
3815,Mastercard,Debit,yes,2,13955,07/2007,2008,no,18,2021,5,yes,premium
1099,Visa,Credit,yes,1,15600,02/2006,2011,no,15,2022,4,no,premium
77,Mastercard,Debit (Prepaid),yes,2,10,01/2005,2011,no,15,2023,3,yes,low
135,Mastercard,Debit,no,3,19263,01/2007,2011,no,15,2024,2,yes,premium
5315,Mastercard,Debit,yes,1,38814,10/2016,2016,no,10,2021,5,no,premium
4858,Mastercard,Debit,yes,1,15297,09/2013,2013,no,13,2024,2,no,premium
3678,Mastercard,Debit (Prepaid),yes,2,62,07/2002,2011,no,15,2023,3,yes,low
3323,Mastercard,Debit (Prepaid),yes,2,51,06/2006,2006,no,20,2023,3,yes,low
3584,Mastercard,Debit,yes,1,13201,06/2014,2014,no,12,2024,2,no,premium
3140,Visa,Debit,yes,1,12353,05/2013,2013,no,13,2015,11,no,premium
3560,Visa,Debit,yes,1,18223,06/2012,2012,no,14,2024,2,no,premium
2378,Visa,Debit,yes,1,18757,03/2018,2018,no,8,2020,6,no,premium
15,Mastercard,Debit,yes,1,5966,01/2000,2020,no,6,2024,2,no,high
4332,Mastercard,Credit,yes,1,7600,08/2010,2010,no,16,2024,2,no,high
5273,Mastercard,Debit,yes,1,17832,10/2013,2013,no,13,2022,4,no,premium
3333,Visa,Debit,yes,1,17536,06/2006,2007,no,19,2022,4,no,premium
4419,Visa,Debit,no,1,30393,08/2013,2013,no,13,2021,5,no,premium
2162,Visa,Credit,yes,1,3100,03/2007,2008,no,18,2007,19,no,medium
902,Visa,Credit,yes,2,8700,01/2020,2020,no,6,2020,6,yes,high
4162,Mastercard,Credit,yes,1,6200,08/2005,2010,no,16,2020,6,no,high
5102,Visa,Credit,yes,1,7400,10/2007,2019,no,7,2024,2,no,high
4472,Mastercard,Debit,yes,2,14801,08/2018,2018,no,8,2024,2,yes,premium
2893,Visa,Credit,yes,2,11000,05/2005,2020,no,6,2024,2,yes,premium
4478,Amex,Credit,yes,2,9900,08/2019,2019,no,7,2020,6,yes,high
377,Visa,Debit,yes,2,15773,01/2018,2018,no,8,2023,3,yes,premium
4232,Visa,Debit,yes,1,18365,08/2007,2010,no,16,2024,2,no,premium
266,Discover,Credit,yes,1,12300,01/2011,2011,no,15,2023,3,no,premium
4502,Visa,Debit,yes,1,15721,09/1999,2011,no,15,2020,6,no,premium
1102,Amex,Credit,yes,1,7100,02/2007,2009,no,17,2023,3,no,high
3588,Visa,Credit,yes,2,8000,06/2014,2014,no,12,2014,12,yes,high
4102,Mastercard,Credit,yes,1,7800,08/2001,2013,no,13,2020,6,no,high
277,Mastercard,Debit,yes,1,25429,01/2011,2011,no,15,2020,6,no,premium
357,Mastercard,Debit,yes,1,16925,01/2016,2016,no,10,2021,5,no,premium
5281,Visa,Debit,yes,1,19450,10/2013,2013,no,13,2023,3,no,premium
1711,Mastercard,Debit,yes,2,2264,02/2020,2020,no,6,2021,5,yes,medium
903,Visa,Debit,yes,1,15914,01/2020,2020,no,6,2020,6,no,premium
1954,Visa,Debit (Prepaid),yes,1,58,02/2020,2020,no,6,2022,4,no,low
904,Visa,Debit,no,1,22944,01/2020,2020,no,6,2024,2,no,premium
5971,Mastercard,Debit,no,1,21908,12/2009,2009,no,17,2023,3,no,premium
3874,Visa,Credit,yes,2,15700,07/2008,2011,no,15,2022,4,yes,premium
905,Visa,Credit,yes,1,0,01/2020,2020,no,6,2024,2,no,low
2412,Visa,Credit,yes,1,14800,04/2000,2007,no,19,2024,2,no,premium
2163,Visa,Credit,yes,2,5700,03/2007,2010,no,16,2020,6,yes,high
3859,Mastercard,Credit,yes,2,9100,07/2008,2008,no,18,2020,6,yes,high
4218,Mastercard,Debit,yes,2,8993,08/2007,2010,no,16,2024,2,yes,high
5451,Discover,Credit,yes,1,8000,11/2006,2009,no,17,2023,3,no,high
3230,Visa,Debit,no,2,311,06/2001,2011,no,15,2021,5,yes,low
663,Mastercard,Credit,yes,2,9700,01/2020,2020,no,6,2020,6,yes,high
1712,Mastercard,Debit,yes,1,23399,02/2020,2020,no,6,2021,5,no,premium
217,Visa,Credit,yes,1,10300,01/2009,2013,no,13,2023,3,no,premium
3483,Mastercard,Debit,no,2,12100,06/2010,2015,no,11,2024,2,yes,premium
1116,Mastercard,Debit (Prepaid),yes,2,49,02/2007,2017,no,9,2018,8,yes,low
4333,Mastercard,Debit,yes,2,24772,08/2010,2010,no,16,2023,3,yes,premium
1955,Visa,Credit,yes,2,15300,02/2020,2020,no,6,2021,5,yes,premium
2972,Mastercard,Debit (Prepaid),yes,2,55,05/2008,2008,no,18,2022,4,yes,low
412,Amex,Credit,yes,2,11200,01/2020,2020,no,6,2020,6,yes,premium
664,Mastercard,Credit,yes,2,7800,01/2020,2020,no,6,2020,6,yes,high
1713,Mastercard,Debit,yes,1,13558,02/2020,2020,no,6,2020,6,no,premium
906,Visa,Credit,yes,1,8500,01/2020,2020,no,6,2021,5,no,high
1956,Visa,Debit,yes,2,11237,02/2020,2020,no,6,2022,4,yes,premium
2075,Amex,Credit,no,2,6000,03/2005,2013,no,13,2012,14,yes,high
5539,Mastercard,Debit,yes,1,957,11/2008,2012,no,14,2022,4,no,low
5321,Amex,Credit,yes,2,4000,10/2017,2017,no,9,2020,6,yes,medium
2466,Mastercard,Credit,yes,1,4900,04/2004,2004,no,22,2024,2,no,medium
4041,Visa,Debit,yes,1,7967,07/2015,2015,no,11,2022,4,no,high
3178,Mastercard,Debit,yes,2,12490,05/2016,2016,no,10,2019,7,yes,premium
907,Visa,Debit,yes,2,9043,01/2020,2020,no,6,2020,6,yes,high
1957,Visa,Debit,yes,2,1663,02/2020,2020,no,6,2022,4,yes,medium
665,Mastercard,Debit,yes,2,7283,01/2020,2020,no,6,2022,4,yes,high
666,Mastercard,Debit,yes,1,23750,01/2020,2020,no,6,2021,5,no,premium
164,Mastercard,Credit,no,1,8100,01/2008,2015,no,11,2020,6,no,high
1958,Visa,Credit,yes,2,11800,02/2020,2020,no,6,2023,3,yes,premium
4556,Mastercard,Credit,yes,1,15200,09/2004,2014,no,12,2006,20,no,premium
2067,Mastercard,Debit,yes,2,1633,03/2004,2011,no,15,2024,2,yes,medium
6115,Visa,Debit,yes,1,22704,12/2015,2015,no,11,2023,3,no,premium
3537,Visa,Debit,yes,1,24069,06/2011,2011,no,15,2024,2,no,premium
3457,Visa,Debit,yes,1,35073,06/2009,2009,no,17,2020,6,no,premium
4646,Mastercard,Debit,yes,2,17731,09/2007,2011,no,15,2023,3,yes,premium
2541,Mastercard,Debit,yes,1,33980,04/2007,2010,no,16,2021,5,no,premium
3135,Mastercard,Debit,yes,1,41714,05/2013,2013,no,13,2024,2,no,premium
2718,Mastercard,Debit,no,1,21466,04/2013,2013,no,13,2024,2,no,premium
4675,Mastercard,Debit,yes,1,30547,09/2008,2008,no,18,2024,2,no,premium
5873,Visa,Debit,yes,2,9752,12/2006,2008,no,18,2024,2,yes,high
1055,Mastercard,Debit (Prepaid),yes,1,114,02/2005,2009,no,17,2022,4,no,low
6013,Mastercard,Debit,yes,2,14934,12/2010,2010,no,16,2014,12,yes,premium
5616,Mastercard,Debit,yes,1,20294,11/2010,2010,no,16,2024,2,no,premium
1959,Visa,Debit,no,2,20674,02/2020,2020,no,6,2022,4,yes,premium
2510,Mastercard,Credit,yes,2,14000,04/2006,2007,no,19,2021,5,yes,premium
4145,Visa,Debit,yes,2,9310,08/2004,2009,no,17,2023,3,yes,high
908,Visa,Debit (Prepaid),yes,1,60,01/2020,2020,no,6,2022,4,no,low
1074,Visa,Credit,yes,1,10200,02/2005,2008,no,18,2009,17,no,premium
2209,Visa,Debit,yes,2,9477,03/2008,2014,no,12,2010,16,yes,high
2418,Mastercard,Debit,yes,2,6795,04/2001,2009,no,17,2024,2,yes,high
4052,Amex,Credit,yes,2,900,07/2017,2017,no,9,2023,3,yes,low
991,Mastercard,Debit,yes,2,4747,02/2001,2012,no,14,2020,6,yes,medium
3324,Mastercard,Debit,yes,1,15702,06/2006,2007,no,19,2022,4,no,premium
2432,Mastercard,Debit,yes,1,3955,04/2002,2013,no,13,2017,9,no,medium
3794,Visa,Credit,yes,2,8200,07/2006,2013,no,13,2020,6,yes,high
2447,Mastercard,Credit,yes,1,5500,04/2003,2010,no,16,2020,6,no,high
2034,Mastercard,Debit,yes,3,15774,03/2002,2007,no,19,2021,5,yes,premium
2134,Visa,Credit,yes,2,8800,03/2006,2015,no,11,2023,3,yes,high
1382,Visa,Debit,no,1,26206,02/2018,2018,no,8,2024,2,no,premium
5274,Mastercard,Debit,yes,1,31113,10/2013,2013,no,13,2021,5,no,premium
667,Mastercard,Credit,yes,1,21100,01/2020,2020,no,6,2020,6,no,premium
362,Visa,Credit,yes,1,17100,01/2017,2017,no,9,2023,3,no,premium
1960,Visa,Debit,yes,1,66287,02/2020,2020,no,6,2020,6,no,premium
329,Mastercard,Credit,yes,2,10900,01/2014,2014,no,12,2020,6,yes,premium
1131,Visa,Debit,yes,1,36271,02/2007,2010,no,16,2007,19,no,premium
2905,Mastercard,Debit,yes,2,5391,05/2006,2013,no,13,2017,9,yes,high
1075,Visa,Debit,yes,2,17537,02/2005,2010,no,16,2020,6,yes,premium
3200,Amex,Credit,yes,2,10700,05/2018,2018,no,8,2024,2,yes,premium
3149,Mastercard,Debit,yes,1,18573,05/2014,2014,no,12,2023,3,no,premium
1714,Mastercard,Debit,yes,1,18019,02/2020,2020,no,6,2024,2,no,premium
24,Visa,Debit,no,2,15160,01/2001,2007,no,19,2021,5,yes,premium
234,Mastercard,Debit,yes,2,4136,01/2010,2010,no,16,2011,15,yes,medium
1117,Mastercard,Debit,yes,1,14561,02/2007,2015,no,11,2024,2,no,premium
668,Mastercard,Debit (Prepaid),yes,2,86,01/2020,2020,no,6,2024,2,yes,low
3227,Mastercard,Credit,yes,2,17100,06/2001,2011,no,15,2023,3,yes,premium
3603,Visa,Credit,yes,2,12700,06/2015,2015,no,11,2015,11,yes,premium
3568,Mastercard,Debit,yes,1,54517,06/2013,2013,no,13,2020,6,no,premium
2973,Mastercard,Credit,yes,2,14900,05/2008,2008,no,18,2021,5,yes,premium
3085,Amex,Credit,yes,1,16000,05/2011,2011,no,15,2024,2,no,premium
4369,Mastercard,Debit,no,2,30713,08/2011,2016,no,10,2020,6,yes,premium
3434,Mastercard,Debit,yes,2,33158,06/2009,2013,no,13,2024,2,yes,premium
4280,Visa,Debit (Prepaid),yes,2,29,08/2008,2014,no,12,2022,4,yes,low
2503,Amex,Credit,yes,1,21700,04/2006,2014,no,12,2022,4,no,premium
5319,Visa,Credit,yes,2,12500,10/2016,2016,no,10,2022,4,yes,premium
256,Visa,Debit,no,2,3365,01/2010,2010,no,16,2020,6,yes,medium
2280,Mastercard,Debit,yes,1,14856,03/2011,2011,no,15,2020,6,no,premium
3392,Mastercard,Debit,yes,1,5989,06/2008,2014,no,12,2023,3,no,high
3896,Mastercard,Debit,yes,3,4394,07/2009,2009,no,17,2024,2,yes,medium
4050,Visa,Debit (Prepaid),yes,1,85,07/2016,2016,no,10,2023,3,no,low
3939,Mastercard,Credit,yes,1,10600,07/2010,2013,no,13,2018,8,no,premium
257,Visa,Debit,yes,2,3909,01/2010,2010,no,16,2016,10,yes,medium
5949,Visa,Debit,yes,1,1873,12/2008,2010,no,16,2020,6,no,medium
909,Visa,Debit,yes,1,19643,01/2020,2020,no,6,2022,4,no,premium
3783,Mastercard,Credit,yes,2,14700,07/2006,2008,no,18,2022,4,yes,premium
5203,Mastercard,Credit,no,1,8800,10/2010,2010,no,16,2019,7,no,high
669,Mastercard,Credit,no,1,7900,01/2020,2020,no,6,2022,4,no,high
2152,Mastercard,Debit,yes,2,12653,03/2007,2012,no,14,2014,12,yes,premium
2041,Discover,Credit,no,1,11400,03/2003,2014,no,12,2022,4,no,premium
3255,Mastercard,Credit,no,1,6500,06/2003,2012,no,14,2021,5,no,high
4786,Mastercard,Debit,yes,1,1407,09/2010,2018,no,8,2021,5,no,medium
2680,Mastercard,Debit,yes,2,11402,04/2011,2011,no,15,2013,13,yes,premium
2405,Mastercard,Debit,yes,2,4501,04/1999,2015,no,11,2021,5,yes,medium
5574,Mastercard,Debit,yes,1,1399,11/2009,2009,no,17,2022,4,no,medium
5348,Mastercard,Debit,yes,2,14466,11/1995,2007,no,19,2020,6,yes,premium
47,Visa,Credit,yes,1,8000,01/2003,2008,no,18,2003,23,no,high
910,Visa,Debit,yes,1,31916,01/2020,2020,no,6,2020,6,no,premium
1961,Visa,Credit,yes,3,7800,02/2020,2020,no,6,2021,5,yes,high
1185,Mastercard,Debit,no,1,570,02/2009,2010,no,16,2013,13,no,low
6014,Mastercard,Debit,yes,2,13187,12/2010,2010,no,16,2023,3,yes,premium
1715,Mastercard,Debit (Prepaid),yes,1,50,02/2020,2020,no,6,2020,6,no,low
2651,Mastercard,Credit,yes,1,8900,04/2010,2010,no,16,2020,6,no,high
3795,Visa,Debit,yes,2,10681,07/2006,2013,no,13,2021,5,yes,premium
3218,Mastercard,Credit,no,2,2500,06/2000,2011,no,15,2023,3,yes,medium
258,Visa,Credit,yes,2,8700,01/2010,2010,no,16,2020,6,yes,high
5575,Mastercard,Debit,yes,2,10227,11/2009,2012,no,14,2024,2,yes,premium
4676,Mastercard,Debit,yes,2,2507,09/2008,2010,no,16,2021,5,yes,medium
2806,Visa,Credit,yes,2,19400,05/1999,2011,no,15,2021,5,yes,premium
1118,Mastercard,Debit,no,1,29268,02/2007,2010,no,16,2023,3,no,premium
4827,Visa,Debit,yes,2,10756,09/2011,2011,no,15,2024,2,yes,premium
1716,Mastercard,Debit (Prepaid),yes,2,57,02/2020,2020,no,6,2021,5,yes,low
911,Visa,Debit,yes,2,10705,01/2020,2020,no,6,2020,6,yes,premium
5334,Visa,Credit,yes,2,4200,10/2018,2018,no,8,2021,5,yes,medium
2210,Visa,Credit,yes,2,5800,03/2008,2011,no,15,2017,9,yes,high
2739,Visa,Credit,yes,3,9300,04/2014,2014,no,12,2020,6,yes,high
4612,Mastercard,Debit (Prepaid),yes,1,56,09/2006,2009,no,17,2009,17,no,low
2123,Mastercard,Credit,yes,1,8200,03/2006,2014,no,12,2020,6,no,high
1717,Mastercard,Debit (Prepaid),no,2,78,02/2020,2020,no,6,2022,4,yes,low
3038,Amex,Credit,no,1,15000,05/2010,2015,no,11,2020,6,no,premium
5012,Mastercard,Debit,yes,1,11495,10/2004,2014,no,12,2022,4,no,premium
670,Mastercard,Debit,yes,2,21982,01/2020,2020,no,6,2024,2,yes,premium
671,Mastercard,Debit,yes,1,20278,01/2020,2020,no,6,2021,5,no,premium
1718,Mastercard,Debit,no,2,13139,02/2020,2020,no,6,2020,6,yes,premium
912,Visa,Credit,yes,1,9900,01/2020,2020,no,6,2022,4,no,high
1962,Visa,Credit,yes,1,8900,02/2020,2020,no,6,2023,3,no,high
2516,Visa,Debit,no,1,4976,04/2006,2014,no,12,2013,13,no,medium
4136,Mastercard,Debit,yes,1,974,08/2004,2008,no,18,2021,5,no,low
1963,Visa,Credit,yes,2,2000,02/2020,2020,no,6,2024,2,yes,medium
2239,Visa,Credit,yes,2,10600,03/2009,2011,no,15,2022,4,yes,premium
2729,Mastercard,Credit,yes,2,7100,04/2014,2014,no,12,2024,2,yes,high
2836,Visa,Credit,yes,1,6800,05/2002,2012,no,14,2024,2,no,high
3897,Mastercard,Debit,yes,2,4887,07/2009,2015,no,11,2024,2,yes,medium
4514,Mastercard,Debit,yes,2,8133,09/2001,2012,no,14,2012,14,yes,high
2815,Mastercard,Debit,yes,1,62703,05/2001,2007,no,19,2022,4,no,premium
3958,Visa,Credit,yes,1,23500,07/2010,2010,no,16,2018,8,no,premium
235,Mastercard,Debit,yes,2,10707,01/2010,2010,no,16,2017,9,yes,premium
6094,Visa,Debit,yes,1,18945,12/2013,2013,no,13,2022,4,no,premium
